parcel_id,development_match_strength,matched_development_area,matched_project_or_area_name,matched_project_type,matched_investment_signal_strength,development_source_url,development_source_title,development_summary,development_match_reason,development_confidence
36525-94-02-01380,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
20300-92-03-05240,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
91225-12-25-41510,Strong Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.",Street/corridor token overlap: TULSA,High
91236-12-36-50430,Strong Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.",Street/corridor token overlap: TULSA,High
43925-03-35-15210,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
99229-92-29-38016,Strong Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.",Street/corridor token overlap: TULSA,High
29350-03-07-02400,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
44250-02-12-14150,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
35900-03-30-15790,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
44200-02-11-01560,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
27775-03-36-02105,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
35900-03-30-15590,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
40825-02-13-09510,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
23900-03-27-09230,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
30200-02-26-07080,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
25650-03-34-12590,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
37050-03-35-12510,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
34300-03-32-15710,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
19650-03-35-06970,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
41675-03-35-13900,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
37800-93-02-09760,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
53725-02-01-03030,Strong Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.",Street/corridor token overlap: TULSA,High
10225-93-02-04460,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
02400-03-32-00700,No Clear Match,Fair Oaks Innovation Park,Meta Tulsa Data Center at Fair Oaks Innovation Park,Industrial/Data Center,High,https://partnertulsa.org/meta-breaks-ground-on-new-1-billion-data-center-in-tulsa/,Meta Breaks Ground on New $1 Billion Data Center in Tulsa - PartnerTulsa,"Meta broke ground on a more than $1 billion data center in East Tulsa at Fair Oaks Innovation Park, with more than $25 million in local infrastructure improvements and major industrial investment momentum.","No street, corridor, neighborhood, or ZIP overlap found",High
